교차로코드,입력일자,교차로명칭,유형코드,연동교차로코드,구코드 (공통);,지번,구경찰서 (공통);,신경찰서 (공통);,작업구분 (공통);,표출구분 (공통);,고객번호,계약종별,계량기번호,도로구분 (공통);,관할사업소 (공통);,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드 (공통);,공사형태 (공통);,지도표출구분,X좌표,Y좌표,위도,경도
2319,,천호2치안센터,1,0.0,740.0,517 학,310.0,310.0,1,2,,,,2.0,106.0,82-0000000385,,6225462.0,385,10900.0,,N,210925.470799923,549594.227869964,37.54579725363443,127.1236312573246
2320,,천일중,1,0.0,740.0,310-25대,310.0,310.0,1,2,,,,2.0,106.0,82-0000002365,,6235352.0,2365,10900.0,,N,211376.773141327,549512.994348357,37.54505988486302,127.1287368678119
2321,,선사현대입구,1,0.0,740.0,547-2도,310.0,310.0,1,2,,,,2.0,106.0,82-0000003490,,,3490,10700.0,,N,211070.574072695,550187.44654415,37.55114040290871,127.1252821694869
2322,,암사2동주민센터,1,0.0,740.0,547-2도,310.0,310.0,1,2,,,,2.0,106.0,82-0000000386,,,386,10700.0,,N,211186.947759154,550117.458548754,37.55050840909897,127.1265980640079
2323,,강동초교,1,0.0,740.0,492-4대,310.0,310.0,1,2,,,,2.0,106.0,82-0000002366,,6236922.0,2366,10700.0,,N,211630.023312886,549881.471567031,37.54837669304234,127.131608416514
2324,,천호초교입구,3,0.0,740.0,486-26대,310.0,310.0,1,2,,,,1.0,106.0,82-0000001790,,6245493.0,1790,10900.0,,N,211896.152518263,549741.744360821,37.5471143610193,127.1346177333574
2325,,천호1치안센터,1,0.0,740.0,19-2대,310.0,310.0,1,2,,,,2.0,106.0,82-0000003764,,6245872.0,3764,10900.0,,N,212125.508051531,549635.688235604,37.5461558117597,127.1372113791367
2326,,천호중,1,0.0,740.0,28-1대,310.0,310.0,1,2,,,,2.0,106.0,82-0000003765,,6255362.0,3765,10900.0,,N,212332.243727148,549591.788914652,37.54575753890087,127.1395500415868
2327,,주몽학교,1,0.0,740.0,산 26-7 공,310.0,310.0,1,2,,,,1.0,106.0,82-0000002073,,6295672.0,2073,10300.0,,N,214500.210670655,549600.455548326,37.54580408422239,127.1640825551361
2328,,고덕중학교,1,0.0,740.0,224도,310.0,310.0,1,2,,,,2.0,106.0,82-0000002072,,,2072,10200.0,,N,214333.211718585,551228.855785352,37.56047848957142,127.1622246221141
2329,,고덕119안전센터,3,0.0,740.0,495도,310.0,310.0,1,2,,,,2.0,106.0,82-0000001791,,,1791,10200.0,,N,213470.185629261,550856.408744443,37.55713578127957,127.1524500082694
2330,,래미안솔베뉴후문(111동),1,2258.0,740.0,296-17 공,310.0,310.0,1,2,,,,2.0,106.0,82-0000001832,,6266471.0,1832,10100.0,,N,212897.076899999,550110.515679868,37.55042351896514,127.1459507129815
2331,,명일한양아파트앞,1,2233.0,740.0,48-15대,310.0,310.0,1,2,,,,1.0,106.0,82-0000001564,,6276942.0,1564,10100.0,,N,213627.645818691,549974.506182817,37.54918757133064,127.1542156980173
2332,,천일초교,1,0.0,740.0,274-1도,310.0,310.0,1,2,,,,1.0,106.0,82-0000000007,,,7,10900.0,,N,211682.455612163,549372.03833466,37.54378605375904,127.132193647319
2333,,천호역마에스트로아파트,3,2214.0,740.0,373도,360.0,360.0,1,2,,,,1.0,106.0,82-0000000317,,6224792.0,317,10900.0,,N,211032.064957557,549235.024680446,37.54255957382333,127.1248320643018
2334,,암사119안전센터,1,4556.0,740.0,534도,310.0,310.0,1,2,,,,1.0,106.0,82-0000002488,,,2488,10700.0,,N,211385.735673868,550485.568519875,37.55382263135704,127.1288533694016
2335,,명일역(연등),1,2258.0,740.0,306-5대,310.0,310.0,1,2,,,,2.0,106.0,82-0000001317,,6256972.0,1317,10900.0,,N,212636.112634029,550139.064555505,37.55068435647902,127.1429979917374
2336,,워커힐아파트,1,2337.0,210.0,337-13수,,230.0,1,2,,,,1.0,109.0,82-0000000983,,,983,10400.0,,N,209455.871639869,549836.221277489,37.54799384805756,127.1070046027745
2337,,워커힐아파트(연등),1,0.0,210.0,145-25도,,230.0,1,2,,,,1.0,109.0,82-0000001794,,,1794,10400.0,,N,209544.725412298,549984.287050242,37.54932700089107,127.1080120138517
2338,,워커힐동문,1,0.0,210.0,54-2도,,230.0,1,2,,,,1.0,109.0,82-0000002373,,,2373,10400.0,,N,209644.781447699,550177.248272173,37.55106453417641,127.1091468221544
2339,,아차산역삼거리,2,0.0,210.0,272-16도,,230.0,1,2,,,,1.0,109.0,82-0000000334,,,334,10100.0,,N,207808.456518698,550459.456609391,37.55362460362763,127.0883687638162
2340,,어린이대공원역,3,0.0,210.0,98학,230.0,230.0,1,2,,,,1.0,109.0,82-0000001849,,5236702.0,1849,10900.0,,N,206555.076592725,549752.983051904,37.54726905739799,127.0741778925623
2341,,건대입구삼거리,2,0.0,210.0,465-2도,,230.0,1,2,,,,1.0,109.0,82-0000001795,,,1795,10800.0,,N,206741.672986987,549654.965403276,37.54638457484847,127.0762885340443
2342,,잠실대교북단사거리(연등),1,447.0,210.0,743-1도,,230.0,1,2,,,,1.0,109.0,82-0000001796,,,1796,10500.0,,N,207631.773932887,547972.025671355,37.53121436494566,127.0863433888806
2343,,자양삼거리,2,0.0,210.0,227-9 도,,230.0,1,2,,,,1.0,109.0,82-0000004198,,,4198,10500.0,,N,206814.05252874,548730.493238095,37.53805455926895,127.0770989999256
2344,,건대후문,2,0.0,210.0,227-9 도,,230.0,1,2,,,,1.0,109.0,82-0000001079,,,1079,10500.0,,N,206573.495657566,548812.186036584,37.53879235661484,127.0743779029264
2345,,신자초교입구,3,0.0,210.0,718 도,,230.0,1,2,,,,1.0,109.0,82-0000004836,,,4836,10500.0,,N,206691.51725478,548191.888559187,37.53320262875457,127.0757076444454
2346,,신양초교,3,0.0,210.0,550-2도,,230.0,1,2,,,,1.0,109.0,82-0000001797,,,1797,10500.0,,N,206045.492594783,548424.865318154,37.53530620934808,127.0684004611368
2347,,치과의사회관앞,2,0.0,200.0,269-30도,180.0,180.0,1,2,,,,1.0,109.0,82-0000004199,,,4199,11500.0,,N,205151.987620337,549916.098792131,37.54874763413579,127.0583015527118
2348,,뚝도아리수정수센터,2,0.0,200.0,656-924도,180.0,180.0,1,2,,,,1.0,109.0,82-0000002501,,4284342.0,2501,11400.0,,Y,203873.39554742,548958.206064467,37.54012328714161,127.0438275443611
2349,,서울숲입구,3,0.0,200.0,656-915도,180.0,180.0,1,2,,,,1.0,109.0,82-0000002374,,4284475.0,2374,11400.0,,N,203912.956864841,549145.966255322,37.54181483870807,127.0442761816626
2350,,경일초교,1,2385.0,200.0,22-27 학,180.0,180.0,1,2,,,,1.0,109.0,82-0000000984,,4294154.0,984,11400.0,,N,204252.472192181,549013.917727791,37.54062357921249,127.0481171250599
2351,,경동초교(연등),1,2352.0,200.0,694-3도,180.0,180.0,1,2,,,,2.0,109.0,82-0000001324,,,1324,11400.0,,N,204356.286707407,549316.235512064,37.54334697606427,127.049293589018
2352,,경동초교,3,2351.0,200.0,694-3도,180.0,180.0,1,2,,,,2.0,109.0,82-0000001039,,4295434.0,1039,11400.0,,N,204379.781535215,549409.847722483,37.54419030995405,127.0495600031299
2353,,뚝섬역앞,3,0.0,200.0,694-3도,180.0,180.0,1,2,,,,1.0,109.0,82-0000002483,,,2483,11400.0,,N,204310.818114933,549693.796406207,37.54674900925232,127.0487813056325
2354,,응봉교,3,0.0,200.0,685-355도,180.0,180.0,1,2,,,,1.0,109.0,82-0000000988,,4276103.0,988,11400.0,,N,203227.691033091,549761.649685579,37.54736479374643,127.0365249184597
2355,,코오롱글로벌빌딩앞,3,0.0,210.0,620-1대,230.0,230.0,1,2,,,,1.0,109.0,82-0000000013,,5248242.0,13,10100.0,,N,206805.848440745,550963.394768309,37.55817301687348,127.0770268723986
2357,,고덕역(연등)1,1,2236.0,740.0,307대,310.0,310.0,1,2,,,,2.0,106.0,82-0000001798,,6277743.0,1798,10100.0,,N,213547.69832579,550468.511801113,37.55363971551454,127.1533201017018
2358,,선사고,1,0.0,740.0,524도,310.0,310.0,1,2,,,,2.0,106.0,82-0000002375,,,2375,10700.0,,N,211940.852509142,550794.668769259,37.55660058672635,127.1351406887736
2359,,삼성아파트삼거리,1,0.0,210.0,236도,230.0,230.0,1,2,,,,1.0,109.0,82-0000005116,,5285712.0,5116,10400.0,,N,209040.520155919,549316.321941086,37.5433137327529,127.1022980051273
2360,,광장현대8단지,1,2359.0,210.0,582-3 임,230.0,230.0,1,2,,,,1.0,109.0,82-0000002081,,5284083.0,2081,10400.0,,N,208705.174111143,549172.481692634,37.54202096092148,127.0985016971444
2361,,광장자이아파트,2,0.0,210.0,164수,230.0,230.0,1,2,,,,1.0,109.0,82-0000002082,,5274392.0,2082,10400.0,,N,208333.639293611,549244.842366052,37.5426763613831,127.0942984939633
2362,,구의시장,2,0.0,210.0,229-23도,,230.0,1,2,,,,1.0,109.0,82-0000003364,,,3364,10300.0,,N,208010.213603842,549465.326070575,37.54466578160429,127.0906412110244
2363,,광진소방서,1,0.0,210.0,18공,230.0,230.0,1,2,,,,1.0,109.0,82-0000003958,,5255253.0,3958,10300.0,,N,207318.115291581,549523.458797669,37.54519530829474,127.0828102181744
2364,,광진그랜드파크,2,0.0,210.0,465-11도,230.0,230.0,1,2,,,,1.0,109.0,82-0000002484,,5245851.0,2484,10800.0,,N,207077.621529046,549543.282668923,37.54537579814053,127.0800890360567
2365,,화양사거리(연등),1,2420.0,200.0,280-49도,180.0,180.0,1,2,,,,1.0,109.0,82-0000003536,,,3536,11500.0,,N,205805.447547109,549854.298487378,37.54818693186103,127.0656958229975
2366,,다산빌딩,1,0.0,200.0,75-65제,180.0,180.0,1,2,,,,1.0,109.0,82-0000000014,,5206362.0,14,11500.0,,N,204828.075019373,550066.742186283,37.55010668127472,127.0546370456094
2367,,성수역,1,0.0,200.0,289-36구,180.0,180.0,1,2,,,,1.0,109.0,82-0000001040,,5205252.0,1040,11500.0,,N,204790.643335492,549513.118077066,37.54511873193621,127.054209836649
2368,,조양시장,1,0.0,210.0,34-28대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004241,,5224652.0,4241,10700.0,,N,206008.986812026,549036.128905765,37.54081393075909,127.0679924248983
2369,,자양초교,1,0.0,210.0,393-1,230.0,230.0,1,2,,,,1.0,109.0,82-0000004362,,5243682.0,4362,10500.0,,N,206978.453739403,548686.732153789,37.53765904302984,127.0789587339173
2370,,구의역3번출구,2,2428.0,210.0,241-12도,230.0,230.0,1,2,,,,1.0,109.0,82-0000004734,,5263081.0,4734,10300.0,,N,207725.444489999,548668.593039867,37.53748965613449,127.0874104705042
2371,,광진우체국,2,0.0,210.0,245-24도,,230.0,1,2,,,,1.0,109.0,82-0000003645,,,3645,10300.0,,N,207976.112295642,548742.461070194,37.53815307312062,127.0902474804583
2372,,구의삼성쉐르빌,2,0.0,210.0,581 대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004682,,5274242.0,4682,10300.0,,N,208312.470436277,548957.536804631,37.54008793339355,127.0940557082282
2373,,광남중고교입구,3,0.0,210.0,486-1도,,230.0,1,2,,,,1.0,109.0,82-0000000736,,,736,10400.0,,N,208693.643043049,548866.91032886,37.53926787604294,127.0983676027054
2374,,강변역하차장,2,0.0,210.0,546-6대,,230.0,1,2,,,,1.0,109.0,82-0000004503,,,4503,10300.0,,N,208313.452626283,548451.013470939,37.53552415372896,127.0940610889693
2375,,터미널하차장,2,0.0,210.0,546-3도,,230.0,1,2,,,,2.0,109.0,82-0000000737,,,737,10300.0,,N,208187.159169146,548323.24593737,37.53437409824502,127.0926307418345
2376,,비바힐스강변,3,2377.0,210.0,217-31대,230.0,230.0,1,2,,,,1.0,109.0,82-0000005076,,5263941.0,5076,10300.0,,N,208140.90904014,548450.088475156,37.53551735830858,127.0921088671738
2377,,동서울호텔,3,0.0,210.0,607도,,230.0,1,2,,,,2.0,109.0,82-0000000738,,,738,10300.0,,N,208107.438357901,548340.574090165,37.53453092888762,127.0917289609565
2378,,성자초교,3,0.0,210.0,731도,,230.0,1,2,,,,1.0,109.0,82-0000004683,,,4683,10500.0,,N,207293.257064224,547998.741768746,37.5314578150493,127.0825137888805
2379,,금당약국,3,0.0,210.0,729도,,230.0,1,2,,,,1.0,109.0,82-0000000660,,,660,10500.0,,N,207037.158161922,548059.459780317,37.53200687342611,127.0796169445268
2380,,동자초교(연등)1,1,0.0,210.0,553-39도,,230.0,1,2,,,,1.0,109.0,82-0000000739,,,739,10500.0,,N,206399.498022325,548300.394571565,37.53418233999717,127.0724046943859
2381,,노룬산시장,1,2433.0,210.0,11-4대,230.0,230.0,1,2,,,,1.0,109.0,82-0000002254,,5223252.0,2254,10600.0,,N,205784.595424545,548511.337335142,37.53608699512159,127.0654492773943
2382,,경수초교,1,0.0,200.0,837-0 대,180.0,180.0,1,2,,,,1.0,109.0,82-0000004257,,5203892.0,4257,11500.0,,N,205091.658412826,548739.854887606,37.53815002314497,127.0576106926102
2383,,뚝섬쇼핑,3,0.0,200.0,339-142도,180.0,180.0,1,2,,,,1.0,109.0,82-0000004121,,5204313.0,4121,11500.0,,N,204850.711749121,548819.605539381,37.53886987490132,127.0548849762588
2384,,뚝섬쇼핑(연등)2,1,2383.0,200.0,337-3도,180.0,180.0,1,2,,,,1.0,109.0,82-0000003153,,,3153,11500.0,,N,204751.355505273,548852.236033513,37.53916439271882,127.0537609888414
2385,,한진타운아파트,1,0.0,200.0,656-1277도,180.0,180.0,1,2,,,,1.0,109.0,82-0000000989,,,989,11400.0,,N,204044.019539293,549094.566227671,37.54135115936847,127.0457589083614
2386,,뚝섬체육공원(연등),2,0.0,200.0,656-1255대,180.0,180.0,1,2,,,,1.0,109.0,82-0000003442,,4285571.0,3442,11400.0,,N,203955.23013161,549625.040327139,37.54613111158632,127.0447570955606
2387,,장미아파트앞,1,2349.0,200.0,656-924도,180.0,180.0,1,2,,,,1.0,109.0,82-0000004122,,4285512.0,4122,11400.0,,N,203948.577610343,549327.639368621,37.54345156043101,127.0446802168938
2388,,성수2가,1,0.0,200.0,277-72도,180.0,180.0,1,2,,,,1.0,109.0,82-0000003106,,5214742.0,3106,11500.0,,N,205559.755989162,548975.364986817,37.54026926555115,127.0629088658182
2389,,성수1차대우아파트,1,0.0,210.0,280-49도,230.0,230.0,1,2,,,,1.0,109.0,82-0000004076,,5225253.0,4076,10700.0,,N,205819.164476018,549549.484944177,37.54544048034352,127.0658486310808
2390,,송정건영아파트,2,0.0,210.0,97-32대,230.0,230.0,1,2,,,,1.0,109.0,82-0000003581,,5237272.0,3581,10900.0,,N,206293.00418927,550603.758528178,37.5549363498736,127.0712195511283
2392,,월성운수,1,0.0,210.0,716-3도,230.0,230.0,1,2,,,,1.0,109.0,82-0000000357,,5341702.0,357,10100.0,,N,207027.649024043,552260.506565654,37.56985827097358,127.0795495791552
2393,,중곡1동사거리,3,0.0,210.0,264-3도,,230.0,1,2,,,,1.0,109.0,82-0000004504,,,4504,10100.0,,N,207046.610842598,551517.021451029,37.56315936186385,127.0797570750616
2394,,세종초교,1,0.0,210.0,159도,230.0,230.0,1,2,,,,2.0,109.0,82-0000004415,,5237425.0,4415,10900.0,,N,206416.25627,550399.067549868,37.55309124041191,127.0726126362826
2395,,장안초교,1,0.0,210.0,102-16도,230.0,230.0,1,2,,,,1.0,109.0,82-0000000303,,5236152.0,303,10900.0,,N,206264.227890996,550033.519153191,37.54979870377696,127.0708890160485
2396,,중곡역,1,0.0,210.0,169-80대,230.0,230.0,1,2,,,,1.0,109.0,82-0000002990,,5350522.0,2990,10100.0,,N,207465.659902598,551863.198683064,37.56627510290276,127.0845036009675
2397,,중곡동주민센터,1,0.0,210.0,277-6도,230.0,230.0,1,2,,,,1.0,109.0,82-0000000304,,5248972.0,304,10100.0,,N,207144.088987444,551131.480219727,37.55968490095763,127.080856626486
2398,,능동119안전센터,1,0.0,210.0,280-7도,,230.0,1,2,,,,1.0,109.0,82-0000002255,,,2255,10200.0,,N,206787.031045391,550284.008737429,37.55205190864638,127.0768076193085
2399,,세종대,1,0.0,210.0,248대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004665,,5236931.0,4665,10200.0,,Y,206653.508973489,549946.422368118,37.54901123675687,127.0752935152738
2400,,능동로분수광장,1,0.0,210.0,94-6대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004666,,5235412.0,4666,10700.0,,N,206379.10812279,549304.391494037,37.54322848835776,127.0721827202922
2402,,노유육관문,1,0.0,210.0,553-443대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004416,,5222572.0,4416,10600.0,,N,205932.571211367,548107.083772741,37.53244372968165,127.0671202705097
2403,,용마맨션,3,0.0,210.0,293-22도,230.0,230.0,1,2,,,,1.0,109.0,82-0000001273,,5350922.0,1273,10100.0,,N,207638.970079961,551872.165264999,37.56635447094835,127.0864653854983
2404,,경원탕,3,0.0,210.0,150-196도,230.0,230.0,1,2,,,,2.0,109.0,82-0000003646,,5258792.0,3646,10100.0,,N,207565.853911548,551224.426725804,37.56051897963344,127.0856311053635
2405,,예향교회앞,1,0.0,210.0,62-17대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004751,,5268202.0,4751,10100.0,,N,207789.814123225,550756.430382047,37.5563004850809,127.0881609390154
2406,,영화사입구,2,0.0,210.0,104-20대,230.0,230.0,1,2,,,,2.0,109.0,82-0000000305,,5277363.0,305,10300.0,,N,208331.809608459,550556.040489339,37.5544902398611,127.094292670953
2407,,선화예고,1,0.0,210.0,141구,,230.0,1,2,,,,1.0,109.0,82-0000003154,,,3154,10300.0,,N,207782.411869373,549785.931270521,37.547556378594,127.0880668748802
2408,,광진경찰서,1,0.0,210.0,18-14공,230.0,230.0,1,2,,,,1.0,109.0,82-0000004835,,5254592.0,4835,10300.0,,N,207446.013283322,549238.451590755,37.54262637401118,127.0842545929506
2409,,광진구청,1,0.0,210.0,205-5구,,230.0,1,2,,,,1.0,109.0,82-0000004553,,,4553,10500.0,,N,207367.054412769,548762.293531427,37.53833682885674,127.0833563666777
2410,,자양아파트,1,0.0,210.0,680-65 대,230.0,230.0,1,2,,,,1.0,109.0,82-0000000306,,5252694.0,306,10500.0,,N,207493.082683778,548221.247877764,37.53346099427069,127.0847768247562
2411,,광남초교,1,0.0,210.0,486-1도,,230.0,1,2,,,,2.0,109.0,82-0000003155,,,3155,10400.0,,N,208837.026008311,549021.925216521,37.54066319551763,127.0999918278634
2412,,현대6단지,1,0.0,210.0,201-13대,230.0,230.0,1,2,,,,2.0,109.0,82-0000000101,,5274202.0,101,10300.0,,N,208297.540505369,548796.284552379,37.5386351868159,127.0938849544087
2413,,테라팰리스건대4차,1,2340.0,210.0,2-50도,230.0,230.0,1,2,,,,1.0,109.0,82-0000003577,,5235542.0,3577,10700.0,,N,206451.283203144,549498.190020836,37.54497410841478,127.0730011185327
2414,,능동로분수광장(연등),1,2400.0,210.0,2-21대,230.0,230.0,1,2,,,,1.0,109.0,82-0000003156,,5234382.0,3156,10700.0,,N,206327.8919359,549164.456198635,37.54196802571077,127.0716019787826
2415,,시민교회,1,2339.0,210.0,122-3대,230.0,230.0,1,2,,,,1.0,109.0,82-0000001656,,5257862.0,1656,10200.0,,N,207624.103888087,550557.135301078,37.55450622855381,127.0862834510518
2416,,어린이대공원후문,1,0.0,210.0,96-18대,230.0,230.0,1,2,,,,1.0,109.0,82-0000003107,,5267412.0,3107,10300.0,,N,207907.828815652,550315.472510602,37.55232646430515,127.0894918134852
2417,,아차산역,1,0.0,210.0,470-2도,230.0,230.0,1,2,,,,1.0,109.0,82-0000002256,,5266592.0,2256,10300.0,,N,207945.247376791,550215.610319553,37.55142638717293,127.0899141928145
2418,,광진장애인자립생활센터,1,651.0,210.0,91도,230.0,230.0,1,2,,,,1.0,109.0,82-0000004011,,5276042.0,4011,10300.0,,N,208200.473458342,549954.546492542,37.54907197450493,127.0927995968882
2419,,센스빌오피스텔,2,0.0,200.0,73-416임,180.0,180.0,1,2,,,,1.0,109.0,82-0000003439,,5206541.0,3439,11800.0,,N,204957.81049887,549997.326678986,37.54948056041858,127.0561047313478
2420,,성동세무서,1,0.0,200.0,73-37천,180.0,180.0,1,2,,,,1.0,109.0,82-0000002106,,5216612.0,2106,11800.0,,N,205526.337989619,549846.143271206,37.5481151685287,127.0625372933479
2421,,어린이대공원역(연등)1,1,2340.0,210.0,98학,230.0,230.0,1,2,,,,1.0,109.0,82-0000002991,,5236402.0,2991,10900.0,,N,206413.560944261,549799.227594168,37.54768671499557,127.0725768927008
2422,,구의수원지,1,0.0,210.0,203-27도,,230.0,1,2,,,,1.0,109.0,82-0000000307,,,307,10300.0,,N,208204.930993077,549391.178132217,37.54399599818977,127.0928437443603
2423,,해성자동차공업사앞,1,0.0,200.0,278-34장,180.0,180.0,1,2,,,,1.0,109.0,82-0000004505,,5215312.0,4505,11500.0,,N,205339.696981179,549306.472385965,37.54325384090918,127.0604212978793
2424,,동서울케이블TV앞,1,0.0,200.0,279-2대,180.0,180.0,1,2,,,,1.0,109.0,82-0000004554,,5215502.0,4554,11500.0,,N,205466.933211795,549259.34487051,37.54282847700504,127.0618606868128
2425,,조양시장(연등),1,2368.0,210.0,36-22대,230.0,230.0,1,2,,,,1.0,109.0,82-0000005373,,5224462.0,5373,10600.0,,N,205880.616401576,549091.045705866,37.54130955810516,127.0665403385442
2426,,구의삼성쉐르빌(연등),1,2372.0,210.0,201-9구,230.0,230.0,1,2,,,,1.0,109.0,82-0000002259,,5274122.0,2259,10300.0,,N,208232.196749504,548899.821111154,37.53956863561234,127.0931467646551
2427,,그라시아오피스텔,1,2369.0,210.0,219-16도,230.0,230.0,1,2,,,,1.0,109.0,82-0000002992,,5243973.0,2992,10500.0,,N,207130.403842338,548637.332529311,37.53721279060755,127.0806775144774
2428,,리버비스타,2,0.0,210.0,245-24도,230.0,230.0,1,2,,,,1.0,109.0,82-0000002107,,5263391.0,2107,10300.0,,N,207871.393207776,548712.335621787,37.53788254261783,127.0890622917513
2487,,뚝섬쇼핑(연등)1,1,2383.0,200.0,331-97도,180.0,180.0,1,2,,,,1.0,109.0,82-0000002530,,,2530,11500.0,,N,204948.301474283,548787.345701144,37.53857869546516,127.0559889695493
2429,,삼성아파트삼거리(연등)1,1,2359.0,210.0,236도,230.0,230.0,1,2,,,,1.0,109.0,82-0000001084,,5285502.0,1084,10400.0,,N,208950.925573054,549275.978883184,37.54295111647304,127.1012837073537
2430,,삼성아파트삼거리(연등)2,1,2359.0,210.0,236도,230.0,230.0,1,2,,,,1.0,109.0,82-0000002260,,5285822.0,2260,10400.0,,N,209116.853270772,549378.184420998,37.54387036103056,127.1031625192344
2431,,성수공고앞(연등),1,4942.0,200.0,19-1학,180.0,180.0,1,2,,,,1.0,109.0,82-0000002261,,4294543.0,2261,11400.0,,N,204456.311491196,548950.722352239,37.54005322679771,127.050423201769
2432,,영동대교북단(연등),1,344.0,200.0,231-24도,180.0,180.0,1,2,,,,1.0,109.0,82-0000001866,,,1866,11500.0,,N,205276.03447557,548684.206223136,37.5376475926083,127.0596964555259
2433,,신양중,3,0.0,210.0,43-13도,230.0,230.0,1,2,,,,1.0,109.0,82-0000003158,,5213961.0,3158,10600.0,,N,205605.10631043,548572.875495861,37.53664256200316,127.0634189348858
2434,,신양초교후문,3,2380.0,210.0,227-344대,230.0,230.0,1,2,,,,1.0,109.0,82-0000000308,,5233021.0,308,10500.0,,N,206197.123555499,548369.742385175,37.53480854553545,127.0701155917645
2435,,동자초교,1,2380.0,210.0,553-500도,,230.0,1,2,,,,1.0,109.0,82-0000003681,,,3681,10500.0,,N,206335.43178149,548321.999043731,37.53437743851416,127.0716800280184
2436,,신자초교입구(연등),1,2345.0,210.0,718 도,,230.0,1,2,,,,1.0,109.0,82-0000000740,,,740,10500.0,,N,206801.861425244,548149.644640423,37.53282120401152,127.0769556832853
2437,,대서울교회,1,2438.0,210.0,727도,230.0,230.0,1,2,,,,2.0,109.0,82-0000003159,,5232952.0,3159,10500.0,,N,206645.364806232,548016.934285363,37.53162662365254,127.0751838949363
2438,,신자초교후문,1,0.0,210.0,718 도,230.0,230.0,1,2,,,,2.0,109.0,82-0000003160,,5232822.0,3160,10500.0,,N,206616.161081511,547897.839778747,37.53055379131241,127.074852419653
2439,,서울숲리버포레2차101동,3,279.0,200.0,671-166도,180.0,180.0,1,2,,,,1.0,109.0,82-0000001867,,4286454.0,1867,11400.0,,N,203910.527282916,550036.109957374,37.5498350335132,127.0442534310538
2441,,송정건영아파트(연등),1,2390.0,200.0,100-28대,230.0,230.0,1,2,,,,1.0,109.0,82-0000003440,,5238302.0,3440,11800.0,,N,206367.837562189,550771.892721208,37.55645071985187,127.0720679179548
2442,,좋은이웃교회,1,2389.0,210.0,24-33 도,230.0,230.0,1,2,,,,1.0,109.0,82-0000004016,,5225133.0,4016,10700.0,,N,205762.279264635,549421.900023563,37.54429129909743,127.0652039273086
2443,,성수2가(연등),1,2388.0,200.0,275-24도,180.0,180.0,1,2,,,,1.0,109.0,82-0000001146,,5214622.0,1146,11500.0,,N,205511.912346936,548877.803024953,37.53939051991419,127.062366781187
2444,,보건복지행정타운,3,338.0,210.0,273-1 도,230.0,230.0,1,2,,,,1.0,109.0,82-0000004598,,5259373.0,4598,10100.0,,N,207368.41663589,551640.196431407,37.56426664605742,127.0834006681256
2445,,행당삼부아파트105동앞,1,0.0,200.0,156-5철,180.0,180.0,1,2,,,,1.0,109.0,82-0000001274,,,1274,10700.0,,N,203424.137907658,550974.851559399,37.55829500786621,127.038753592792
2446,,행당삼부아파트,1,0.0,200.0,168-200 철,180.0,180.0,1,2,,,,1.0,109.0,82-0000001294,,4278162.0,1294,10700.0,,Y,203267.295468093,551090.61225215,37.5593385774616,127.0369790024985
2447,,외환은행성동,1,0.0,200.0,150대,180.0,180.0,1,2,,,,1.0,109.0,82-0000001275,,4269632.0,1275,10700.0,,N,202999.167856594,551413.817886007,37.5622515609082,127.0339456761785
2448,,교보생명왕십리지점,1,0.0,200.0,265대,180.0,180.0,1,2,,,,1.0,109.0,82-0000003070,,4269352.0,3070,10200.0,,N,202872.293438719,551502.021458231,37.56304667606065,127.032510010764
2449,,상왕십리역(연등)2,1,662.0,200.0,343대,180.0,180.0,1,2,,,,1.0,109.0,82-0000002257,,4269162.0,2257,10400.0,,N,202753.748212585,551564.660054592,37.56361140933856,127.031168493686
2450,,중곡제일시장,1,2444.0,210.0,166-5대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004597,,5259241.0,4597,10100.0,,N,207306.046924117,551497.758259867,37.56298378118078,127.0826933081372
2451,,중곡동주민센터(연등)1,1,2397.0,210.0,162-22대,230.0,230.0,1,2,,,,1.0,109.0,82-0000004617,,5248842.0,4617,10100.0,,N,207083.09073382,550984.548628223,37.55836152365411,127.0801648320262
2453,,국민은행군자역지점,1,0.0,210.0,648-29도,230.0,230.0,1,2,,,,1.0,109.0,82-0000001276,,5247582.0,1276,10200.0,,N,206940.004105691,550659.717648918,37.55543589608103,127.0785423391668
2454,,일마트앞,1,0.0,210.0,280-3도,,230.0,1,2,,,,1.0,109.0,82-0000001277,,,1277,10200.0,,N,206870.209753523,550497.549323945,37.55397528724962,127.0777509358657
2455,,국립정신건강센터정문,3,2403.0,210.0,296-15대,230.0,230.0,1,2,,,,1.0,109.0,82-0000002108,,5259992.0,2108,10100.0,,N,207657.356916019,551739.666814878,37.56516051388551,127.0866721224415
2456,,중곡사거리(연등)1,2,510.0,210.0,150-329도,230.0,230.0,1,2,,,,1.0,109.0,82-0000003058,,5268151.0,3058,10100.0,,N,207755.326145059,551016.824527209,37.55864691742364,127.0877733749057
